,Unnamed: 0.1,Unnamed: 0,comment,label
343,213,158,多少老总包二奶，多少二奶养靓仔。,1
344,171,397,www.zrlhb.com自然绿环保，专业环保工程，环保批文，环保手续办理等!,1
345,98,320,忠义两难全，梅西好大儿。你是这个,1
346,292,197,好多头发好顺滑，秃头女孩我本人羡慕了,0
347,215,177,这个小日子这么有名吗，都知道他是鸭子,1
348,61,77,我也记得前不久在北京，还在巴士上掀开窗帘打招呼，还给冲进球场的小伙子签名拥抱不知道为啥这次在香港跟北京之行相比就离了大谱,0
349,47,90,关键是肇事者，你挑起事端的时候，有没有想过会伤害？,0
350,32,421,亲，我的店铺现有全国移动，联通，电信.Q币，游戏充值充值地址http://url.cn/2OXacc,1
351,267,289,终于下班了，欲哭无泪的哈！最近忙到连老爸生日都忘记了，真是不孝啊！[委屈][委屈][委屈],0
352,327,240,“今天我一周岁了”。亲爱滴儿子，生日快乐。小盆友也祝同一天生日的@Apa_Khabar姐姐和@包子君_Dunn蜀黍生日快乐。,0
353,200,196,方，一个2B中年……,1
354,427,134,我给狗扔块骨头它都知道冲我摇摇尾巴，你算什么啊,1
355,27,93,SB的父母教出2B的孩子不解释,1
356,374,40,微博的女的是跪得真快，真能舔,1
357,230,194,市场经济的今天，不择手段的谋取利益是现在人的生活根本动机！,0
358,260,346,//@交接中的?小玮好像视频中的你??????//下吊眼长的好可爱啊,0
359,288,233,你家祖坟多的装不完了是吧,1
360,162,192,炒股进群————【７４７１/衰６４９７】想学习炒股的进群,1
361,407,80,白白浪费5年的青春，最后换来这么一句话，值么？,0
362,138,342,不但下次来带上筷子会有惊喜！平时也要利用起来，为环保做贡献哦~[嘻嘻]最最重要的是，它随时会成为兑换惊喜的小信物哟！,0
363,62,63,回复真的很伤心。觉得我犯了最不可原谅的错误。居然没有每一张放大的检查3200[汗]拍的时候都没有看照片质量哇,0
364,135,45,没看懂朋友之间这样为啥不礼貌,0
365,128,176,【首页-夏娃爱--淘宝网】足不出户，在这里买衣服.http://url.cn/0b4lv4物超所值，全场包邮哦,1
366,454,343,【网易读书】曹长青：韩寒，中国文坛的最大骗局http://url.cn/4QwL66,1
367,8,262,这种现象不是个别现象：08年去哈尔滨及那个划雪山地，给人感觉就是逮到一个宰一个。,0
368,326,51,他们都是裆的长期培养洗脑的产物,1
369,442,344,梅西是你爹是不，满地都可以看到你跪下的影子,1
370,64,153,比这复杂的问题我们都能解决，为什么这个问题就解决不了。,0
371,300,323,方舟子建议你去看下韩剧的《城市猎人》。,0
372,14,82,鄙视方舟子，他是美国人养的一条疯狗，一下咬这个，一下咬那个，当年xxx雇人用铁锤把他砸死就好了，现在这样半脑瘫不脑瘫的，给社会添麻烦。,1
373,156,424,大过年的你家不出点白事我是不认可的,1
374,40,39,傻逼韩粉们，傻眼了吧。。。,1
375,438,187,去过三亚，导游叫我们不要去吃海鲜，宰客很平常,0
376,404,422,人性泯灭！孽障。。。,0
377,216,184,终于下班了，欲哭无泪的哈！最近忙到连老爸生日都忘记了，真是不孝啊！[委屈][委屈][委屈],0
378,279,351,云的故乡,0
379,415,52,过去这叫道德沦丧~~现在这叫追求真爱~~三们啊~~他要不是能给你带来床上或者精神物质上的满足你追求他？？！！,0
380,411,366,真的假的?,0
381,337,4,分享:韩寒疑案——福尔摩斯对韩寒事件的分析 【猫眼看人】-凯迪社区 http://url.cn/0zhEWf ,1
382,236,2,还搁这洗呢，跪族男孩,1
383,207,111,明日几同事相约去世纪公园野餐，不就一滩死水嘛！想想就头疼啊！大热天。。。,0
384,212,331,忠义两难全，梅西好大儿。你是这个,1
385,295,115,这，太麻烦了,0
386,436,189,SB的父母教出2B的孩子不解释,1
387,251,68,曾经去三亚，一车人出发，导游在路上就提出再收几个景点的门票费，不给就让司机把车停在路边，不走，明着就说，我没有工资，我挣的钱就是提成。。。。,0
388,467,466,就在淘宝店http://url.cn/3OostJ热线电话02081438868不满意十天包退换!,1
389,437,474,这孩子一看就是将来当官的面相有个奥迪粉丝爹真真给力。要不要先问问宝贝喜欢不,0
390,303,395,预支你妈，饺子不速冻跟个啥笔一样天天包？,1
391,350,32,国人总有一种母语羞耻症，国内翻拍永远被喷，个人感觉张晚意演得挺好的,0
392,269,401,你这比养的，要不是国家强大了，没人敢欺负了，才这么和平，你真是不知足。你就该被扔到战争地区，让你吃个饭都不安宁,1
393,201,139,低素质就是低素质，或许你可以换个词，低情商，或者你再换个词，美帝走狗,1
394,161,476,包括你的妻子，更主要是孩子，甚至是你孩子的孩子，孩子的孩子的孩子，当然也包括你及你的小三。,0
395,43,472,你妈的说人家不好，你水平高！,1
396,217,10,婚姻受到伤害了，婚姻的每一个人都会受到伤害，无论你是肇事者，还是无辜的。,0
397,190,392,那我有颗小麻子也算真的假的，我眼睛边上也有啊，太好了//这么说来还是做丑女命好？//眉毛浓，重情！,0
398,309,44,?告别单身请收听&gt;&gt;@42,1
399,259,246,这个好不好看呀，值得去看吗,0
400,105,126,正史上洪都保卫战的不是蓝玉，而是朱元璋的侄子朱文正,0
401,53,193,身高不过五尺，但目光炯炯，凛然有威。,0
402,389,437,姐宝可爱昏了！板报就这个状态保持住！爱你,0
403,1,33,愚蠢的韩粉们，傻眼了吧，你们的偶像都要逃了,1
404,422,387,看到烂货！就不放口！,1
405,460,359,15分钟一集，每晚6集连播！//这个苦逼的国度，还让不让淫活啦，连广告都没得看了。有一种预感：以后每集电视剧时间的长短会相当于今年广告时间谁在笑呢?,0
406,49,245,道歉有用~要警察干什么~我把你儿子揍成伤残~给你道歉可以不~MLGB~,1
407,80,318,音道撕裂嘛，哟西日常,1
408,205,423,必须转！?从转发的朋友中抽取幸运儿获本人私人赠送蛋糕，快行动！?//请各位朋友给力转发,0
409,34,55,广东人的优越感真不知道怎么这么多，一会又谁看春晚啊，一会又谁家过年吃饺子啊，你不看就是有人看，他们不配吗？,1
410,263,287,现场视频都能看的清清楚楚，不管是训练还是比赛都有跟球迷热情招手的,0
411,366,454,身高不过五尺，但目光炯 炯，凛然有威。,0
412,91,140,有关部门真和作为点吧,0
413,339,429,超越自己，战胜自己,0
414,451,385,回复妞、你是姐御用按摩师//求罩[晕]//哈哈哈、谢谢给面//给姐跪了！,0
415,52,321,一流的香港二流的比赛下流的梅稀,1
416,345,98,这个问题现在已经成为社会问题了！！,0
417,264,379,现在电视剧价值观就有问题,0
418,241,123,低素质就是低素质，或许你可以换个词，低情商，或者你再换个词，美帝走狗,1
419,13,463,《》全集高清观看：http://url.cn/11zsFp,1
420,315,186,却抵挡不住小三的贱肉。,1
421,88,25,只能说钱太多没处花了。,0
422,387,251,”更多邪恶内涵欢迎收听【@22】,1
423,273,448,麻麻们收藏了！,0
424,166,391,而她平时带北京，北戴河，山东等地的团，大半年的，也就赚六万……,0
425,328,357,电影王朝www.dywc.net欢迎观看最新电影，电视剧，综艺节目，更新很及时！,1
426,470,20,有评论还说最后的赛车片段太长，可我当时看的真的好紧张，热血沸腾！,0
427,134,116,方舟子就是个大傻逼,1
428,306,312,回复谢谢老师！摄影：托斯卡纳TSKL（四川）,0
429,464,458,梅西不需要解释，会有他儿子跳出来为他洗地的，这不来了吗？,1
430,319,28,人性泯灭！孽障。。。,0
431,243,96,?告别单身请收听&gt;&gt;@42,1
432,54,203,嗨，在我们学校这TM太正常了。。。,1
433,363,62,最近连股市也疯狂了，炒股的朋友来一起玩玩【93443984】,1
434,50,390,又要?@立威廉少?去?地工作啦。。到?北京?啦,0
435,174,222,中了双色球，就别买这些车了，济南有法拉利了//现在买还来得及吗，出去买块钱的//明天买车小哥能不能拿到提成就看今晚双色球了！就等买彩票的钱了，右边准备准备呗//快去取钱我准备好了，钱没准备好,0
436,189,119,不是好地方,0
437,474,270,炒股散户易+++++++++++++++⑧⑨⑤⑦④⑦③①短线盈利模式选股方案！,1
438,187,450,潮流女装店铺地址http://url.cn/36DNoW欢迎大家前来选购哦！,1
439,169,168,永远会为张驰动容、动心。话说…手术后的沈腾…应该也是最能理解张驰的人吧。不负众望，沈腾成就了张驰，成为了张驰,0
440,58,468,却抵挡不住小三的贱肉。,1
441,48,381,这次初一初二晚上住在海口，由朋友招待。,0
442,344,171,回复谈不上好也谈不上坏，你们玩得还挺HIGH的啊，羡慕[泪]//那还好吗？//话说我今天确实没去。。。//最近很喜欢这首话说今儿没见着你啊？,0
443,235,147,让梅狗别再来中国不欢迎,1
444,252,23,童话布尔津，新疆居然有这么美的建筑，深藏不露啊宁静古朴，是发呆的好去处。,0
445,21,249,校长是个b,1
446,313,85,《最后的礼物》免费下载：http://url.cn/0wthfV  。,1
447,160,364,马仔,1
448,276,278,[哈哈]未来的女汉纸,0
449,443,235,那么喜欢小日本就去多喝点废核水,1
450,191,286,朋友是导游，年前两个多月里，和地接分赃后，还赚了六万，也就是说，她和地接，在这个两个多月里，一共从旅客身上拿了12万的回扣。,0
451,385,295,你内张脸长地比盆骨都标志。,1
452,293,258,一只专咬名人的狗，搅屎棍！,1
453,413,339,不管那个男人爱谁，他还是选择了家庭，小三好当，但生活不是用来挥霍的,0
454,343,213,来了霉稀这辈子都不会草拟的烂鼻哈,1
455,257,183,回复妞、你是姐御用按摩师//求罩[晕]//哈哈哈、谢谢给面//给姐跪了！,0
456,308,475,到乌镇被宰了,0
457,149,7,殖人不敢面对现实,1
458,130,199,符合我对梅结晶邪教群体的刻板印象,1
459,151,108,\r\nQQ群139435310【神话丶失去你又何妨ゝ】,1
460,359,288,《最后的礼物》免费下载：http://url.cn/0wthfV。,1
461,99,311,方就是一个二b  cnm社会垃j,1
462,372,14,方，一个2B中年……,1
463,87,406,让一让他，毕竟在四五线城市开演唱会太掉身价了。,1
464,458,130,你方舟子活像一只疯狗，不敢上法庭因为你没证据，你没证据就一直主观论断强词夺理,1
465,330,178,http://url.cn/2aZvgj,0
466,214,150,关键是肇事者，你挑起事端的时候，有没有想过会伤害？,0
467,466,214,他就是条犹太人的狗让他咬哪他咬哪,1
468,121,247,这孩子一看就是将来当官的面相有个奥迪粉丝爹真真给力。要不要先问问宝贝喜欢不,0
469,477,102,你们外地人来给我们造成了多大的影响啊 白天堵车 晚上扰民的,1
470,20,356,谁说喝茶提神？船上摇了车上摇，本姑现在瞌睡都来昏老是陈年六堡茶，野生古树生普，有机新龙井，我的看家好茶都贡献出来鸟。还有这个野生菌伊比利火腿炒饭，真的是从牙缝里给你省出来的，今天我自己一口都没吃上呢，不过看你们吃得这么欢，我也满足啦！,0
471,188,378,72[悲伤]//64你坑爹呢啊,0
472,71,473,这些人脑子被驴踢了！,1
473,106,181,//@交接中的?小玮好像视频中的你??????//下吊眼长的好可爱啊,0
474,270,219,http://url.cn/1vB7Uq ?喜欢请收听@11,1
475,348,61,2b真多。,1
476,435,174,这些王八蛋，毁的中国还不够！,1
477,102,46,回复谢谢老师！摄影：托斯卡纳TSKL（四川）,0
